StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
2235,Data Science,Hybrid,23,Female,2025-01-21,76,44,64,23,2,20,61,No,4,39.5,Fail,High,At-Risk
2236,Web Dev,Hybrid,25,Female,2025-01-22,60,35,37,55,20,11,84,No,3,45.6,Fail,Medium,Active
2237,Data Science,Offline,21,Female,2025-01-23,97,61,76,69,9,27,81,No,2,69.5,Pass,Low,Active
2238,Finance,Offline,28,Female,2025-01-24,44,81,82,22,4,11,58,No,3,51.8,Pass,High,At-Risk
2239,HR Management,Hybrid,22,Male,2025-01-25,91,57,61,20,2,32,63,Yes,0,39.7,Fail,High,At-Risk
2240,HR Management,Online,32,Female,2025-01-26,84,93,85,36,2,19,62,No,0,62.1,Pass,Medium,Active
2241,Digital Marketing,Online,19,Male,2025-01-27,60,48,58,90,8,39,93,No,3,72.0,Pass,Low,Active
2242,Data Science,Offline,28,Male,2025-01-28,68,44,94,81,22,48,82,No,3,77.5,Pass,Low,Active
2243,Data Science,Online,30,Female,2025-01-29,59,35,41,67,14,20,81,No,1,52.8,Pass,Medium,Active
2244,Digital Marketing,Offline,21,Female,2025-01-30,77,67,44,81,2,38,68,No,3,67.1,Pass,Low,Active
2245,Digital Marketing,Hybrid,24,Female,2025-01-31,59,55,97,88,17,40,79,No,0,84.1,Pass,High,At-Risk
2246,Digital Marketing,Offline,28,Female,2025-02-01,89,80,83,38,23,48,65,No,2,59.9,Pass,Low,Active
2247,Finance,Offline,21,Female,2025-02-02,64,82,93,53,23,41,61,Yes,0,70.8,Pass,Medium,Active
2248,Data Science,Hybrid,32,Female,2025-02-03,41,85,57,68,15,35,59,No,1,68.1,Pass,High,At-Risk
2249,Finance,Online,18,Female,2025-02-04,96,88,41,99,5,21,51,Yes,3,79.4,Pass,Low,Active
2250,Digital Marketing,Offline,20,Male,2025-02-05,71,99,81,66,24,25,67,No,2,77.1,Pass,Low,Active
2251,Data Science,Offline,31,Female,2025-02-06,65,87,25,69,24,6,62,Yes,0,59.400000000000006,Pass,Medium,Active
2252,Finance,Hybrid,23,Female,2025-02-07,45,42,37,45,13,6,78,No,2,42.0,Fail,High,At-Risk
2253,Finance,Online,18,Male,2025-02-08,80,72,51,75,13,7,73,Yes,4,67.2,Pass,Low,Active
2254,Digital Marketing,Offline,23,Female,2025-02-09,96,80,94,97,18,25,87,Yes,0,92.7,Pass,Low,Active
2255,Data Science,Hybrid,23,Female,2025-02-10,42,48,83,33,22,23,61,No,4,51.0,Pass,High,At-Risk
2256,Digital Marketing,Offline,33,Male,2025-02-11,72,50,30,97,16,23,78,Yes,2,67.5,Pass,Low,Active
2257,Data Science,Hybrid,22,Female,2025-02-12,40,53,47,44,11,39,71,No,3,46.7,Fail,High,At-Risk
2258,HR Management,Online,34,Female,2025-02-13,90,55,34,23,4,47,85,No,3,32.7,Fail,Medium,Active
2259,Web Dev,Online,27,Female,2025-02-14,44,74,75,98,24,11,50,Yes,3,86.3,Pass,High,At-Risk
2260,Web Dev,Online,24,Female,2025-02-15,52,57,43,51,21,46,92,No,4,49.8,Fail,High,At-Risk
2261,Web Dev,Online,20,Female,2025-02-16,58,58,75,97,21,7,89,No,3,82.6,Pass,Medium,Active
2262,Digital Marketing,Offline,30,Female,2025-02-17,51,46,92,84,13,8,83,No,1,78.8,Pass,Medium,Active
2263,HR Management,Offline,32,Male,2025-02-18,87,97,66,80,2,2,83,No,0,79.2,Pass,Low,Active
2264,Data Science,Online,20,Female,2025-02-19,64,73,81,39,2,20,97,No,0,58.400000000000006,Pass,Low,Active
2265,Finance,Online,21,Female,2025-02-20,96,90,92,93,11,30,82,No,2,92.1,Pass,Low,Active
2266,Data Science,Online,22,Male,2025-02-21,90,97,62,29,19,47,53,Yes,4,52.5,Pass,Low,Active
2267,Finance,Offline,18,Male,2025-02-22,74,54,86,53,16,46,87,No,0,63.1,Pass,Low,Active
2268,Data Science,Online,21,Female,2025-02-23,51,96,31,80,3,23,79,No,4,68.5,Pass,High,At-Risk
2269,HR Management,Online,29,Male,2025-02-24,69,31,95,46,18,3,95,No,2,57.7,Pass,Low,Active
2270,Finance,Online,27,Female,2025-02-25,44,78,74,59,9,19,69,No,3,67.3,Pass,High,At-Risk
2271,Digital Marketing,Hybrid,30,Female,2025-02-26,73,99,76,84,23,15,75,No,2,84.6,Pass,Low,Active
2272,Data Science,Online,31,Male,2025-02-27,61,55,50,52,23,9,64,Yes,1,52.0,Pass,Low,Active
2273,Data Science,Hybrid,22,Female,2025-02-28,78,56,50,87,10,42,56,No,3,69.7,Pass,Low,Active
2274,Finance,Hybrid,21,Female,2025-03-01,52,47,43,90,22,25,56,No,3,67.3,Pass,High,At-Risk
2275,Digital Marketing,Online,31,Male,2025-03-02,96,83,33,28,21,28,99,Yes,3,40.5,Fail,Medium,Active
2276,Digital Marketing,Hybrid,27,Male,2025-03-03,86,30,85,35,12,4,78,Yes,2,49.0,Fail,High,At-Risk
2277,HR Management,Online,34,Male,2025-03-04,93,90,44,24,7,10,72,Yes,1,43.2,Fail,High,At-Risk
2278,Digital Marketing,Offline,27,Male,2025-03-05,42,32,74,42,15,28,83,No,4,49.6,Fail,High,At-Risk
2279,Digital Marketing,Offline,24,Female,2025-03-06,99,97,46,62,2,44,69,No,2,64.2,Pass,Low,Active
2280,Digital Marketing,Offline,33,Male,2025-03-07,92,70,37,76,8,14,64,Yes,0,63.1,Pass,Medium,Active
2281,Web Dev,Offline,18,Male,2025-03-08,59,66,36,70,10,5,82,Yes,0,59.0,Pass,High,At-Risk
2282,HR Management,Hybrid,34,Male,2025-03-09,70,80,34,32,12,47,66,No,2,42.2,Fail,High,At-Risk
2283,Data Science,Online,26,Male,2025-03-10,44,44,89,43,24,14,69,No,4,57.0,Pass,High,At-Risk
2284,Finance,Online,23,Male,2025-03-11,63,37,54,30,17,42,62,No,0,38.6,Fail,High,At-Risk
2285,Data Science,Online,30,Female,2025-03-12,79,67,32,71,20,19,93,No,4,58.5,Pass,Low,Active
2286,HR Management,Offline,20,Male,2025-03-13,93,85,45,36,3,33,73,No,3,48.5,Fail,High,At-Risk
2287,Finance,Offline,24,Female,2025-03-14,72,76,46,56,16,1,96,Yes,2,57.0,Pass,Low,Active
2288,HR Management,Online,26,Male,2025-03-15,47,39,42,32,4,43,86,No,3,36.4,Fail,High,At-Risk
2289,Digital Marketing,Offline,22,Male,2025-03-16,63,78,90,81,5,15,56,No,0,83.1,Pass,Medium,Active
2290,Finance,Online,27,Male,2025-03-17,89,70,72,27,21,18,57,No,4,49.099999999999994,Fail,High,At-Risk
2291,Digital Marketing,Online,34,Male,2025-03-18,59,59,68,75,23,33,72,No,3,69.7,Pass,High,At-Risk
2292,Data Science,Online,29,Male,2025-03-19,99,34,33,89,8,48,63,No,0,61.2,Pass,Medium,Active
2293,Data Science,Online,33,Male,2025-03-20,55,60,91,63,13,13,53,No,1,70.8,Pass,High,At-Risk
2294,Finance,Online,20,Male,2025-03-21,89,81,78,79,5,23,70,No,3,79.1,Pass,Low,Active
2295,Finance,Online,26,Male,2025-03-22,91,52,50,60,11,27,95,No,1,55.4,Pass,Low,Active
2296,HR Management,Online,32,Female,2025-03-23,51,77,50,40,7,47,59,No,1,50.4,Pass,High,At-Risk
2297,HR Management,Offline,22,Male,2025-03-24,52,69,58,61,23,31,71,No,0,61.7,Pass,High,At-Risk
2298,Digital Marketing,Online,30,Female,2025-03-25,84,35,32,93,15,36,79,Yes,2,63.1,Pass,Low,Active
2299,Finance,Online,31,Male,2025-03-26,81,67,34,93,4,9,79,Yes,4,70.1,Pass,Low,Active
2300,Data Science,Offline,32,Female,2025-03-27,78,70,72,48,18,48,65,No,0,59.599999999999994,Pass,Medium,Active
2301,HR Management,Offline,33,Male,2025-03-28,64,56,79,99,12,44,60,Yes,3,84.4,Pass,Low,Active
2302,HR Management,Offline,30,Male,2025-03-29,85,98,78,84,11,47,71,No,4,85.0,Pass,Low,Active
2303,Data Science,Online,34,Male,2025-03-30,71,86,64,36,22,8,78,Yes,2,54.4,Pass,Low,Active
2304,HR Management,Hybrid,25,Female,2025-03-31,63,46,39,49,11,23,74,No,0,45.4,Fail,High,At-Risk
2305,Digital Marketing,Hybrid,19,Female,2025-04-01,87,76,42,45,11,35,63,No,2,50.3,Pass,Low,Active
2306,Finance,Offline,22,Female,2025-04-02,86,42,47,72,4,28,63,No,3,58.5,Pass,Low,Active
2307,Data Science,Hybrid,23,Female,2025-04-03,83,40,86,38,16,28,51,Yes,0,52.8,Pass,Medium,Active
2308,Finance,Offline,29,Male,2025-04-04,48,53,70,72,18,47,62,No,3,67.6,Pass,High,At-Risk
2309,HR Management,Online,18,Male,2025-04-05,79,33,63,36,19,22,52,No,4,43.5,Fail,High,At-Risk
2310,HR Management,Hybrid,34,Male,2025-04-06,89,75,39,65,20,26,79,No,4,59.2,Pass,Low,Active
2311,Data Science,Online,28,Female,2025-04-07,62,47,77,72,20,30,67,Yes,2,68.5,Pass,Low,Active
2312,Digital Marketing,Hybrid,27,Male,2025-04-08,89,72,88,83,13,42,85,Yes,2,82.3,Pass,Low,Active
2313,Web Dev,Online,31,Female,2025-04-09,52,62,87,64,6,6,70,No,4,70.5,Pass,High,At-Risk
2314,Data Science,Hybrid,27,Female,2025-04-10,99,39,40,68,17,48,68,Yes,1,53.8,Pass,Low,Active
2315,Web Dev,Online,32,Female,2025-04-11,98,88,94,38,16,44,65,No,4,64.8,Pass,Low,Active
2316,Web Dev,Online,21,Female,2025-04-12,71,60,90,90,16,3,77,No,0,84.0,Pass,Medium,Active
2317,Digital Marketing,Hybrid,19,Female,2025-04-13,89,57,37,84,7,13,53,Yes,3,64.5,Pass,Low,Active
2318,Web Dev,Online,26,Male,2025-04-14,54,89,71,56,13,41,100,No,4,67.1,Pass,Medium,Active
2319,Web Dev,Online,27,Female,2025-04-15,75,32,33,89,3,41,64,Yes,4,60.8,Pass,Low,Active
2320,Digital Marketing,Online,28,Female,2025-04-16,88,84,87,45,21,9,50,No,3,65.4,Pass,Low,Active
2321,Web Dev,Hybrid,31,Male,2025-04-17,44,43,58,21,10,43,97,No,3,36.5,Fail,High,At-Risk
2322,Web Dev,Hybrid,24,Female,2025-04-18,61,87,53,78,5,33,96,No,0,72.3,Pass,Low,Active
2323,Web Dev,Online,32,Female,2025-04-19,55,44,61,24,6,25,65,No,3,39.1,Fail,High,At-Risk
2324,Data Science,Online,32,Male,2025-04-20,80,31,67,56,22,22,69,No,2,54.3,Pass,Low,Active
2325,Data Science,Hybrid,25,Male,2025-04-21,49,53,88,50,9,8,82,No,4,62.0,Pass,Medium,Active
2326,Data Science,Hybrid,28,Male,2025-04-22,63,93,48,95,23,36,66,No,3,80.5,Pass,Low,Active
2327,Digital Marketing,Online,26,Female,2025-04-23,57,53,95,67,11,7,54,No,0,72.6,Pass,High,At-Risk
2328,HR Management,Online,32,Male,2025-04-24,88,56,58,25,8,13,54,No,3,41.1,Fail,High,At-Risk
2329,Web Dev,Online,18,Male,2025-04-25,57,66,72,34,23,6,88,Yes,4,51.8,Pass,Medium,Active
2330,Web Dev,Offline,18,Male,2025-04-26,46,68,36,34,15,6,62,Yes,1,41.4,Fail,High,At-Risk
2331,Digital Marketing,Hybrid,20,Female,2025-04-27,43,92,47,80,6,8,93,No,3,72.5,Pass,Medium,Active
2332,Web Dev,Offline,27,Male,2025-04-28,65,55,37,35,17,2,85,No,2,39.6,Fail,Medium,Active
2333,Data Science,Hybrid,25,Female,2025-04-29,44,94,69,39,16,13,79,No,4,59.0,Pass,High,At-Risk
2334,HR Management,Hybrid,32,Female,2025-04-30,99,33,89,96,6,16,53,No,0,81.3,Pass,Medium,Active
2335,Finance,Hybrid,27,Male,2025-05-01,94,58,71,63,4,49,72,Yes,4,64.4,Pass,Low,Active
2336,Web Dev,Hybrid,18,Female,2025-05-02,55,30,82,61,24,43,70,Yes,1,61.099999999999994,Pass,High,At-Risk
2337,Data Science,Hybrid,19,Female,2025-05-03,74,79,29,65,11,21,70,Yes,0,57.0,Pass,Medium,Active
2338,Finance,Hybrid,30,Male,2025-05-04,65,40,29,53,6,45,55,No,1,43.2,Fail,High,At-Risk
2339,HR Management,Hybrid,18,Female,2025-05-05,57,88,84,83,24,25,73,No,1,84.3,Pass,High,At-Risk
2340,Finance,Offline,19,Male,2025-05-06,68,91,45,48,16,27,96,No,2,55.7,Pass,Low,Active
2341,Data Science,Online,33,Female,2025-05-07,62,65,48,22,19,44,80,Yes,3,38.4,Fail,Medium,Active
2342,Finance,Online,32,Female,2025-05-08,92,85,42,28,9,13,68,No,2,43.6,Fail,High,At-Risk
2343,Digital Marketing,Offline,30,Male,2025-05-09,53,50,45,94,22,8,87,No,2,70.5,Pass,Medium,Active
2344,Finance,Offline,33,Male,2025-05-10,54,42,78,94,3,25,61,No,2,78.8,Pass,High,At-Risk
2345,Web Dev,Offline,34,Female,2025-05-11,88,38,34,44,23,1,63,No,0,39.8,Fail,High,At-Risk
2346,Web Dev,Offline,24,Female,2025-05-12,72,40,48,61,9,10,99,No,3,52.9,Pass,Low,Active
2347,Digital Marketing,Hybrid,34,Male,2025-05-13,64,99,84,65,24,16,61,No,3,77.5,Pass,Low,Active
2348,Data Science,Online,24,Female,2025-05-14,60,30,81,92,9,33,64,Yes,0,76.3,Pass,Medium,Active
2349,Web Dev,Hybrid,30,Female,2025-05-15,56,99,47,78,5,18,68,Yes,2,72.9,Pass,High,At-Risk
2350,HR Management,Online,22,Female,2025-05-16,62,85,46,40,20,38,77,Yes,2,50.8,Pass,Low,Active
2351,Web Dev,Online,34,Female,2025-05-17,96,60,92,93,24,17,89,No,1,86.1,Pass,Low,Active
2352,Web Dev,Offline,20,Male,2025-05-18,82,66,58,41,19,12,90,No,1,51.1,Pass,Low,Active
2353,Data Science,Hybrid,24,Male,2025-05-19,56,76,94,48,22,4,54,Yes,4,67.4,Pass,High,At-Risk
2354,Finance,Offline,34,Male,2025-05-20,97,76,52,82,24,49,54,No,1,71.8,Pass,Low,Active
2355,Web Dev,Hybrid,24,Male,2025-05-21,53,98,63,92,2,22,55,No,3,84.5,Pass,High,At-Risk
2356,Digital Marketing,Online,18,Male,2025-05-22,68,87,66,80,21,23,72,No,0,77.2,Pass,Medium,Active
2357,Finance,Offline,34,Male,2025-05-23,59,65,47,83,16,28,52,No,2,68.6,Pass,High,At-Risk
2358,HR Management,Offline,34,Female,2025-05-24,69,61,94,88,19,47,86,No,4,84.4,Pass,Low,Active
2359,Data Science,Online,28,Male,2025-05-25,58,93,26,59,23,46,82,No,1,55.900000000000006,Pass,Medium,Active
2360,HR Management,Online,20,Female,2025-05-26,92,71,48,94,13,7,92,No,4,75.6,Pass,Low,Active
2361,Finance,Online,32,Female,2025-05-27,78,77,41,20,2,25,70,No,0,37.7,Fail,High,At-Risk
2362,Finance,Offline,28,Female,2025-05-28,95,59,89,84,8,14,69,No,0,80.5,Pass,Medium,Active
2363,Finance,Hybrid,33,Male,2025-05-29,52,50,94,81,20,0,50,Yes,4,78.7,Pass,High,At-Risk
2364,HR Management,Offline,26,Female,2025-05-30,57,89,93,73,2,27,88,No,4,82.2,Pass,Medium,Active
2365,Finance,Hybrid,18,Male,2025-05-31,62,42,84,79,8,48,96,No,4,73.1,Pass,Low,Active
2366,HR Management,Offline,33,Female,2025-06-01,85,30,74,65,3,46,66,No,2,60.7,Pass,Low,Active
2367,Finance,Offline,26,Female,2025-06-02,72,94,36,24,8,45,78,No,3,41.6,Fail,High,At-Risk
2368,Digital Marketing,Online,29,Male,2025-06-03,78,62,71,41,20,13,57,No,1,54.2,Pass,Low,Active
2369,Finance,Hybrid,26,Female,2025-06-04,79,67,91,72,14,41,75,No,1,76.7,Pass,Low,Active
2370,HR Management,Offline,24,Female,2025-06-05,57,54,89,89,6,33,77,Yes,1,82.0,Pass,High,At-Risk
2371,Web Dev,Offline,31,Female,2025-06-06,48,55,51,51,24,30,83,No,4,51.8,Pass,Medium,Active
2372,Finance,Online,19,Female,2025-06-07,72,88,72,30,20,5,75,Yes,4,54.2,Pass,Low,Active
2373,Web Dev,Online,26,Male,2025-06-08,71,62,86,29,2,48,62,Yes,4,52.7,Pass,Low,Active
2374,Digital Marketing,Hybrid,30,Female,2025-06-09,93,70,68,58,2,4,93,No,2,63.4,Pass,Low,Active
2375,Data Science,Offline,32,Female,2025-06-10,56,59,43,50,19,30,86,Yes,2,49.7,Fail,High,At-Risk
2376,Digital Marketing,Hybrid,20,Male,2025-06-11,58,86,83,31,2,36,62,No,2,57.599999999999994,Pass,High,At-Risk
2377,Finance,Offline,28,Female,2025-06-12,66,78,32,99,6,14,87,No,2,74.7,Pass,Low,Active
2378,Web Dev,Hybrid,31,Female,2025-06-13,45,77,79,57,10,14,74,No,0,67.6,Pass,High,At-Risk
2379,Web Dev,Online,25,Female,2025-06-14,74,78,71,86,13,42,96,Yes,2,79.9,Pass,Low,Active
2380,HR Management,Offline,33,Female,2025-06-15,95,76,26,85,10,4,72,No,2,65.5,Pass,Low,Active
2381,Web Dev,Hybrid,19,Male,2025-06-16,76,85,63,71,19,27,71,No,2,71.4,Pass,Low,Active
2382,HR Management,Online,25,Female,2025-06-17,73,94,69,24,24,32,70,No,1,51.5,Pass,Low,Active
2383,Data Science,Online,23,Male,2025-06-18,59,41,56,30,12,10,79,No,1,40.0,Fail,High,At-Risk
2384,Finance,Hybrid,29,Female,2025-06-19,64,98,89,44,2,42,60,Yes,1,68.3,Pass,Low,Active
2385,HR Management,Offline,32,Female,2025-06-20,43,35,62,54,20,5,53,No,3,52.599999999999994,Pass,High,At-Risk
2386,Data Science,Offline,25,Female,2025-06-21,49,94,35,54,23,22,82,No,0,56.3,Pass,High,At-Risk
2387,Web Dev,Online,21,Male,2025-06-22,49,54,34,41,11,39,96,Yes,4,41.5,Fail,High,At-Risk
2388,Web Dev,Offline,32,Female,2025-06-23,63,30,83,56,3,1,61,No,2,58.9,Pass,Low,Active
2389,Data Science,Offline,34,Female,2025-06-24,60,61,79,74,8,14,58,No,1,72.9,Pass,Low,Active
2390,Web Dev,Offline,30,Male,2025-06-25,50,32,44,94,21,22,81,Yes,0,66.6,Pass,High,At-Risk
2391,Data Science,Online,19,Male,2025-06-26,66,78,41,91,3,21,60,No,2,73.4,Pass,Low,Active
2392,HR Management,Hybrid,30,Male,2025-06-27,55,48,92,83,20,8,86,Yes,3,78.7,Pass,Medium,Active
2393,HR Management,Offline,30,Male,2025-06-28,65,89,29,39,7,46,73,No,4,46.0,Fail,High,At-Risk
2394,Data Science,Online,32,Female,2025-06-29,69,58,84,23,11,39,56,No,2,48.3,Fail,High,At-Risk
2395,HR Management,Online,27,Female,2025-06-30,88,79,47,37,10,29,57,No,4,48.4,Fail,High,At-Risk
2396,HR Management,Hybrid,20,Female,2025-07-01,55,31,70,70,9,15,82,No,2,62.2,Pass,Medium,Active
2397,HR Management,Offline,20,Female,2025-07-02,46,85,76,87,12,45,74,Yes,3,83.3,Pass,High,At-Risk
2398,Digital Marketing,Offline,31,Male,2025-07-03,55,46,34,39,10,46,50,Yes,0,38.9,Fail,High,At-Risk
2399,Finance,Hybrid,25,Female,2025-07-04,74,89,70,28,21,29,52,Yes,4,52.8,Pass,Low,Active
2400,Web Dev,Hybrid,21,Female,2025-07-05,97,65,52,99,21,44,89,No,4,78.1,Pass,Low,Active
2401,Digital Marketing,Online,28,Female,2025-07-06,55,90,67,45,10,8,77,No,0,60.599999999999994,Pass,High,At-Risk
2402,HR Management,Online,28,Female,2025-07-07,79,46,50,44,9,0,92,No,4,46.2,Fail,Medium,Active
2403,Data Science,Hybrid,28,Male,2025-07-08,51,78,79,87,16,37,82,Yes,1,82.8,Pass,Medium,Active
2404,HR Management,Offline,19,Female,2025-07-09,74,89,72,60,3,7,95,No,0,69.4,Pass,Low,Active
2405,Finance,Online,34,Female,2025-07-10,88,49,53,78,2,17,50,No,3,64.7,Pass,Low,Active
2406,HR Management,Online,26,Female,2025-07-11,60,79,51,64,10,26,87,No,2,63.1,Pass,Low,Active
2407,Data Science,Offline,19,Male,2025-07-12,89,32,42,60,10,17,76,No,2,49.0,Fail,High,At-Risk
2408,Finance,Online,32,Male,2025-07-13,82,72,84,57,14,31,87,Yes,0,68.1,Pass,Low,Active
2409,HR Management,Offline,33,Female,2025-07-14,75,86,98,38,9,48,84,Yes,1,65.6,Pass,Low,Active
2410,Finance,Offline,21,Female,2025-07-15,87,79,93,33,22,31,59,No,3,60.2,Pass,Low,Active
2411,Web Dev,Offline,25,Female,2025-07-16,56,97,98,40,6,47,61,No,2,68.8,Pass,High,At-Risk
2412,Web Dev,Hybrid,26,Male,2025-07-17,71,79,45,34,4,44,59,Yes,2,46.3,Fail,High,At-Risk
2413,HR Management,Hybrid,22,Female,2025-07-18,80,66,48,22,22,35,83,Yes,1,38.6,Fail,Medium,Active
2414,Finance,Hybrid,33,Female,2025-07-19,45,75,27,56,5,35,73,No,4,51.1,Pass,High,At-Risk
2415,Data Science,Offline,30,Female,2025-07-20,63,71,86,65,18,20,77,No,0,72.5,Pass,Medium,Active
2416,HR Management,Offline,24,Male,2025-07-21,66,44,26,35,17,45,71,Yes,1,34.1,Fail,High,At-Risk
2417,Web Dev,Hybrid,34,Female,2025-07-22,59,62,90,33,17,31,94,No,1,55.9,Pass,Medium,Active
2418,Web Dev,Online,20,Female,2025-07-23,64,40,66,28,21,30,65,No,1,41.8,Fail,High,At-Risk
2419,HR Management,Offline,22,Male,2025-07-24,41,49,58,26,4,36,62,No,1,40.2,Fail,High,At-Risk
2420,Finance,Online,29,Male,2025-07-25,48,53,66,33,7,15,85,No,4,46.900000000000006,Fail,High,At-Risk
2421,Web Dev,Online,24,Female,2025-07-26,67,93,44,25,2,45,85,Yes,3,44.3,Fail,Medium,Active
2422,Finance,Offline,26,Male,2025-07-27,92,94,92,34,22,45,92,No,1,63.4,Pass,Low,Active
2423,Web Dev,Offline,23,Female,2025-07-28,77,46,69,71,17,13,72,No,1,65.4,Pass,Low,Active
2424,Web Dev,Online,34,Male,2025-07-29,42,90,99,91,16,23,63,No,0,93.2,Pass,High,At-Risk
2425,Digital Marketing,Online,33,Male,2025-07-30,59,44,66,53,8,24,81,No,2,55.1,Pass,Medium,Active
2426,Web Dev,Hybrid,20,Female,2025-07-31,45,80,71,20,3,45,52,No,4,47.3,Fail,High,At-Risk
2427,Data Science,Hybrid,21,Female,2025-08-01,78,56,29,88,11,34,76,No,1,63.9,Pass,Low,Active
2428,HR Management,Offline,27,Female,2025-08-02,72,90,73,39,16,16,68,No,3,59.4,Pass,Low,Active
2429,HR Management,Hybrid,22,Male,2025-08-03,94,87,61,99,7,45,71,Yes,3,85.2,Pass,Low,Active
2430,Finance,Hybrid,27,Female,2025-08-04,40,60,58,26,3,41,50,Yes,3,42.4,Fail,High,At-Risk
2431,Web Dev,Hybrid,29,Female,2025-08-05,76,41,97,26,18,44,54,No,0,50.3,Pass,Medium,Active
2432,Data Science,Hybrid,27,Female,2025-08-06,45,75,94,69,2,3,98,No,3,77.7,Pass,Medium,Active
2433,Finance,Online,30,Female,2025-08-07,84,60,42,21,2,10,82,No,0,35.1,Fail,Medium,Active
2434,Digital Marketing,Offline,28,Female,2025-08-08,73,61,43,66,5,46,100,No,4,58.1,Pass,Low,Active
2435,Finance,Hybrid,33,Male,2025-08-09,86,61,64,33,21,14,68,No,3,47.9,Fail,High,At-Risk
2436,Finance,Online,25,Female,2025-08-10,54,82,41,50,17,29,85,No,2,53.7,Pass,Medium,Active
2437,Web Dev,Online,25,Female,2025-08-11,84,90,84,69,9,23,100,No,1,77.7,Pass,Low,Active
2438,Digital Marketing,Online,25,Male,2025-08-12,65,75,66,80,2,1,55,No,4,74.8,Pass,Low,Active
2439,Finance,Hybrid,30,Female,2025-08-13,96,36,96,60,20,42,64,No,2,66.0,Pass,Low,Active
2440,Data Science,Hybrid,19,Female,2025-08-14,53,33,89,33,12,33,85,No,4,49.8,Fail,High,At-Risk
2441,Data Science,Offline,29,Female,2025-08-15,97,81,77,24,18,22,82,No,3,51.3,Pass,Low,Active
2442,HR Management,Hybrid,27,Female,2025-08-16,93,60,31,94,11,30,73,No,4,68.3,Pass,Low,Active
2443,Digital Marketing,Hybrid,29,Female,2025-08-17,46,65,29,24,13,36,76,No,4,33.7,Fail,High,At-Risk
2444,Digital Marketing,Online,28,Male,2025-08-18,85,83,48,83,10,12,98,Yes,4,72.5,Pass,Low,Active
2445,HR Management,Offline,32,Male,2025-08-19,97,83,52,48,8,32,60,Yes,0,56.2,Pass,Medium,Active
2446,Finance,Hybrid,33,Male,2025-08-20,70,46,86,94,13,6,98,No,2,82.0,Pass,Low,Active
2447,Digital Marketing,Hybrid,34,Female,2025-08-21,63,59,41,24,16,31,72,No,3,36.1,Fail,High,At-Risk
2448,Data Science,Online,19,Male,2025-08-22,98,51,44,55,9,6,82,No,1,50.9,Pass,Low,Active
2449,Data Science,Online,29,Female,2025-08-23,70,72,27,98,18,41,90,Yes,3,71.5,Pass,Low,Active
2450,Web Dev,Hybrid,34,Female,2025-08-24,68,56,61,38,6,37,95,No,3,48.5,Fail,Medium,Active
2451,Digital Marketing,Offline,23,Female,2025-08-25,81,66,39,83,15,43,96,No,0,66.4,Pass,Low,Active
2452,Finance,Offline,32,Male,2025-08-26,71,75,75,41,3,12,78,No,0,58.0,Pass,Medium,Active
2453,HR Management,Online,20,Male,2025-08-27,56,64,72,53,17,23,80,Yes,4,60.9,Pass,Medium,Active
2454,HR Management,Online,23,Male,2025-08-28,53,33,32,75,18,27,50,No,3,53.7,Pass,High,At-Risk
2455,Finance,Hybrid,20,Female,2025-08-29,79,55,37,36,4,31,83,No,2,40.1,Fail,Medium,Active
2456,Web Dev,Online,18,Male,2025-08-30,75,48,72,95,24,42,67,Yes,0,78.7,Pass,Medium,Active
2457,HR Management,Hybrid,30,Female,2025-08-31,97,74,27,75,2,17,67,No,0,60.4,Pass,Medium,Active
2458,Digital Marketing,Offline,31,Male,2025-09-01,87,55,89,36,19,33,55,No,2,55.7,Pass,Low,Active
2459,Web Dev,Offline,30,Male,2025-09-02,63,51,97,93,19,47,89,No,0,85.8,Pass,Low,Active
2460,Digital Marketing,Hybrid,21,Female,2025-09-03,84,87,55,37,5,33,50,No,2,52.400000000000006,Pass,Low,Active
2461,Data Science,Online,24,Female,2025-09-04,93,92,50,64,16,37,96,No,1,65.4,Pass,Low,Active
2462,Web Dev,Offline,27,Male,2025-09-05,66,57,80,97,20,0,91,No,2,83.9,Pass,Low,Active
2463,HR Management,Online,24,Male,2025-09-06,64,94,58,75,20,42,79,No,1,73.7,Pass,Low,Active
2464,Web Dev,Offline,32,Male,2025-09-07,98,73,33,99,11,49,53,Yes,4,74.0,Pass,Low,Active
2465,Web Dev,Hybrid,32,Female,2025-09-08,71,72,86,69,6,41,81,Yes,4,74.7,Pass,Low,Active
2466,Web Dev,Hybrid,21,Female,2025-09-09,91,66,37,77,20,30,59,No,0,62.8,Pass,Medium,Active
2467,Web Dev,Hybrid,23,Male,2025-09-10,57,95,93,37,12,49,92,Yes,2,65.4,Pass,Medium,Active
2468,Digital Marketing,Offline,22,Male,2025-09-11,85,46,65,99,8,0,54,No,0,78.2,Pass,Medium,Active
2469,Data Science,Online,29,Female,2025-09-12,57,69,25,26,6,15,58,No,2,34.3,Fail,High,At-Risk
2470,Finance,Online,18,Male,2025-09-13,76,67,71,95,21,38,54,No,0,82.2,Pass,Medium,Active
2471,Web Dev,Online,25,Female,2025-09-14,65,90,28,29,13,14,60,No,4,40.9,Fail,High,At-Risk
